"ID","Code","CarOption","Version","Price","Sup_ID","Supplier","Address","Tel","Fax","Active","AssetGroupCode"
1757,"01757",ตู้บรรทุกสินค้าไข่ไก่ 158x235x180 ซม.,ปี 57,"110500.0000",2417,บริษัท เอ็มพีชี คูล จำกัด,"24/65 หมู่ 3 ถนนสหกรณ์ กม.4 ตำบลหญ้าแพรก อำเภอเมือง จังหวัดสมุทรสาคร  74000","034-840-039","034-840-040",1,"0"
1758,"01758",เครื่องทำความเย็น อุณหภูมิ 0 ถึง +25 องศา,ปี 57,"60000.0000",2417,บริษัท เอ็มพีชี คูล จำกัด,"24/65 หมู่ 3 ถนนสหกรณ์ กม.4 ตำบลหญ้าแพรก อำเภอเมือง จังหวัดสมุทรสาคร  74000","034-840-039","034-840-040",1,"0"
1759,"01759",ลูลม,ปี 57,"4000.0000",2417,บริษัท เอ็มพีชี คูล จำกัด,"24/65 หมู่ 3 ถนนสหกรณ์ กม.4 ตำบลหญ้าแพรก อำเภอเมือง จังหวัดสมุทรสาคร  74000","034-840-039","034-840-040",1,"0"
1760,"01760",กล่องข้อเกี่ยวผูกเชือกรัดของ จำนวน 6 อัน,ปี 57,"300.0000",2417,บริษัท เอ็มพีชี คูล จำกัด,"24/65 หมู่ 3 ถนนสหกรณ์ กม.4 ตำบลหญ้าแพรก อำเภอเมือง จังหวัดสมุทรสาคร  74000","034-840-039","034-840-040",1,"0"
1761,"01761",ถอดตู้บรรทุกสินค้า,"6 ล้อ ( FC9JEKA )","10000.0000",2032,อู่เอกชัย,"923/251ก ถนนเอกชัย ตำบลมหาชัย อำเภอเมือง จังหวัดสมุทรสาคร 74000","034-412-952","034-836-718",1,"0"
1762,"01762",ปรับปรุงคานแคซซี+ยิงทราย+พ่นกันสนิม,"6 ล้อ ( FC9JEKA )","30000.0000",2032,อู่เอกชัย,"923/251ก ถนนเอกชัย ตำบลมหาชัย อำเภอเมือง จังหวัดสมุทรสาคร 74000","034-412-952","034-836-718",1,"0"
1763,"01763",NGV Model Fast-Tech Premium ขนาด 70 ลิตรน้ำ,"","41121.5000",2649,บริษัท เอนเนอร์จี รีฟอร์ม จำกัด,"15 ซอยประดิษฐ์มนูธรรม 19 ถนนประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว  กรุงเทพฯ 10230","02-515-0022","02-515-0029",1,"0"
1764,"01764",ติดฟิล์ม LAMINA บานหน้าเต็ม 60% รอบคัน 60%,"บานหน้าเต็ม ARL20BXSRPS, รอบคัน ARL20BXSRPS","0.0000",0,,"","","",1,"0"
1765,"01765",กระจกมองหลังปรับแสงอัตโนมัติ,"","0.0000",0,,"","","",1,"0"
1766,"01766",ติดฟิล์ม LAMINA หน้าเต็ม 40% รอบคัน 60%,"บานหน้าเต็ม APL50NSRPS, รอบคัน ARL20CSRPS","0.0000",0,,"","","",1,"0"
1767,"01767",ฟิล์มนิรภัยกระจกบังลมหน้า AUTO SKIN,BENZ Sprinter,"20000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1768,"01768",ฟิล์มนิรภัยกันชนหน้ากันหินกระเด็น  AUTO SKIN,BENZ Sprinter,"25000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1769,"01769",กล้องหน้าปรับมุมมองได้,BENZ Sprinter,"25000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1770,"01770",เครื่องเล่นวิทยุ ยี่ห้อ Kenwood+หน้ากาก+คอนโทรล,BENZ Sprinter,"45000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1771,"01771",ชุดสายโทรลพวงมาลัย,BENZ Sprinter,"0.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",0,"0"
1772,"01772",ชุดแปลงระบบ DVD เข้าจอหลัง (seiector),BENZ Sprinter,"9186.9200",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1773,"01773",เนวิเกเตอร์ GARMIN แผนที่ไทย,BENZ Sprinter,"28000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1774,"01774",ชุดแปลงกล้องหลัง,BENZ Sprinter,"2500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1775,"01775",ชุดจานดาวเทียม+เครื่องรับสัญญาณ,BENZ Sprinter,"25000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1776,"01776",อุปกรณ์กระจายสัญญาณ Wi-Fi,BENZ Sprinter,"5000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1777,"01777",อแคปเตอร์แปลงปลั๊กไฟฟ้าภายในรถ,BENZ Sprinter,"500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1778,"01778",รื้อเชื่อมเบาะติดเข็มขัดนิริภัยออโต้,"","3000.0000",1686,ห้างหุ้นส่วนจำกัด พิพัฒนพงศ์การช่าง,"377 หมู่ 9 ถนนประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพฯ 10140","0-2427-7029","0-2427-7818",1,"0"
1779,"01779",Warranty 4 ปี ไม่จำกัดระยะทาง,"","0.0000",0,,"","","",1,"0"
1780,"01780",รับประกันสนิมตัวถัง 6 ปี ไม่จำกัดระยะทาง,"","0.0000",0,,"","","",1,"0"
1781,"01781","ฟรีบริการเช็คระยะ 1,000 กม. 10,000 กม.-50,000 กม.",*ไม่ต้องเสียค่าแรง,"0.0000",0,,"","","",1,"0"
1782,"01782",กล่องกุญแจสำรอง,"","0.0000",0,,"","","",1,"0"
1783,"01783",Lexus Roadside Assistance 1 ปี,"","0.0000",0,,"","","",1,"0"
1784,"01784",กันชนท้าย VIGO (เทียม),"","2800.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
1785,"01785",หลังคาทรงเตี้ย (กระจกบานเลือนกั้นหน้า),S-PLUS V2.,"28971.9600",1688,บริษัท สามมิตรมอเตอร์สแมนูแฟคเจอริ่ง จำกัด(มหาชน),"39 หมู่ 12 ตำบลอ้อมน้อย อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74130","02-420-0027 ต่อ 1019,1020","02-420-5189,02-812-8245",1,"0"
1786,"01786",แท่นสำหรับวางโน๊ตบุ้คสำหรับรถยนต์,Alphrd 2.4V,"9500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1787,"01787",ติดฟิล์ม LAMINA หน้าเต็ม 40% รอบคัน 60%,"บานหน้า รุ่น APL35NSRPS ,รอบคัน รุ่น L20N Special","0.0000",0,,"","","",1,"0"
1788,"01788",ติดฟิล์ม LAMINA หน้าเต็ม 40% รอบคัน 60%,"บานหน้าเต็ม ARL35CSRPS, รอบคัน ARL20CSRPS","0.0000",0,,"","","",1,"0"
1789,"01789",ชุดล็อคแบตเตอรี่รถยนต์,HINO,"750.0000",2322,บริษัท มหาจักร โคลด์เชน จำกัด,"67/16 หมู่ 5 แขวงโคกแฝด เขตหนองจอก กรุงเทพฯ 10530","02-548-3730-39","02-988-0888",1,"0"
1790,"01790","บำรุงรักษารถยนต์ตามระยะ (63 เดือน/105,000 กม.)","","0.0000",0,,"","","",1,"0"
1791,"01791",หลังคาทรงเตี้ย,ช่วงยาว ปี 57,"0.0000",2657,บริษัท เอสเจ โปรเจ็ค จำกัด,"22,22/1 ซอยเฉลิมพระเกียรติ ร.9 ซอย 30 แยก 14 ถนนอุดมสุข แขวงดอกไม้  เขตประเวศ กรุงเทพฯ 10250","02-726-7424","02-726-7278",1,"0"
1792,"01792",หลังคาทรงเตี้ย,แคป ปี 57,"20500.0000",2657,บริษัท เอสเจ โปรเจ็ค จำกัด,"22,22/1 ซอยเฉลิมพระเกียรติ ร.9 ซอย 30 แยก 14 ถนนอุดมสุข แขวงดอกไม้  เขตประเวศ กรุงเทพฯ 10250","02-726-7424","02-726-7278",1,"0"
1793,"01793",หลังคาทรงเตี้ย,"4 ประตู ปี 57","23000.0000",2657,บริษัท เอสเจ โปรเจ็ค จำกัด,"22,22/1 ซอยเฉลิมพระเกียรติ ร.9 ซอย 30 แยก 14 ถนนอุดมสุข แขวงดอกไม้  เขตประเวศ กรุงเทพฯ 10250","02-726-7424","02-726-7278",1,"0"
1794,"01794",กล้องบันทึกหน้ารถ,"","2200.0000",2579,บรษัท ส.สหพัฒน์ออโต้พาร์ท จำกัด,"107 ซอยมาเจริญ 1 แขวงหนองค้างพลู เขตหนองแขม กรุงเทพฯ 10160","02-812-2030-4","02-420-8182",1,"0"
1795,"01795",ฝาปิดกระบะหลัง สปอร์ต ลิค พร้อมทำสี,SMX,"24000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
1796,"01796",เปลี่ยนยาง BS 205/65R16 จำนวน 5 เส้น ( 1 ชุด ),"","23500.0000",1992,บริษัท ก.เจริญค็อกพิท จำกัด ( ศรีนครินทร์ ),"14,16,18 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพ","02-138-6037","02-138-6041",1,"0"
1797,"01797",ล้อแม็กซ์ ขอบ 16 นิ้ว จำนวน 5 วง ( 1 ชุด ),"","17000.0000",1992,บริษัท ก.เจริญค็อกพิท จำกัด ( ศรีนครินทร์ ),"14,16,18 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพ","02-138-6037","02-138-6041",1,"0"
1798,"01798",บุหลังคาอ่อน+แอร์แขวนแบบชุดแอร์ไมโครบัส,ปี 57,"50000.0000",1686,ห้างหุ้นส่วนจำกัด พิพัฒนพงศ์การช่าง,"377 หมู่ 9 ถนนประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพฯ 10140","0-2427-7029","0-2427-7818",1,"0"
1799,"01799",ชุดไฟตัดหมอกคู่หน้า ( แท้ ) พร้อมติดตั้ง,ALTIS ปี 2014,"5859.8100",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1800,"01800",ฟิล์ม LAMINA  80% รอบคันพร้อมลอกฟิล์มเก่า,"","3100.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1801,"01801",คอกแป๊บประปา 6 หลุ สูงจากพื้นดิน 2 เมตร,ยูโอบี ( ISUZU ),"19000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
1802,"01802",ผ้าใบกันฝนเจาะตาไก่พร้อมเชือก,ยูโอบี ( ISUZU ),"6000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
1803,"01803",ชุดแม่แรงไฮโดรลิค 2 ตัน,"","2500.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
1804,"01804",ชุดโซ่ล็อคยางอะไหล่+แม่กุญแจ 2 ตัว+ลูกกุญแจ 1 ชุด,ยูโอบี ( ISUZU ),"1500.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
1805,"01805",กันชนท้าย ISUZU ( เทียม ),ยูโอบี ( ISUZU ),"2800.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
1806,"01806",โครงหลังคาอลูมิเนียมตาข่าย,ยูโอบี ( ISUZU ),"21000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
1807,"01807",คอนโซลด้านหลัง+ที่งานโน๊ตบุ๊คพร้อมหุ้มหนัง,Alphrd 2.4 V,"23000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1808,"01808",เครื่องเล่นวิทยุDVD ยี่ห้อKenwood+หน้ากาก+คอนโทรล,Altis 1.6,"13500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1809,"01809",เบาะหนังสเปกโรงงาน,ALTIS 2014,"8900.0000",2662,บริษัท บีเอสพี โกลบอล คอร์ปอเรชั่น จำกัด,"577 ถนนพระรามที 2 แขวงบางมด เขตจอมทอง กรุงเทพฯ 10150","02-874-1144","02-874-1134",1,"0"
1810,"01810",ล็อกเบรคล็อคคลัทช์,"","0.0000",0,,"","","",1,"0"
1811,"01811",หุ้มเบาะหนัง PVC,"","0.0000",0,,"","","",1,"0"
1812,"01812","โปรแกรมบำรุงรักษารถยนต์ตามระยะ (36เดือน/60,000กม.)","","0.0000",0,,"","","",1,"0"
1813,"01813",ติดฟิล์ม LAMINA กระจกกั้นกลาง 40%,"","1000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
1814,"01814","เครื่องเล่นวิทยุDVDยี่ห้อKenwood+หน้ากาก+Naviจอ 6""",Alphard,"33000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1815,"01815",ชุดจานดาวเทียม+เครื่องรับสัญญาณ+สายสัญญาณ,Alphard,"20000.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1816,"01816",ชุดแปลงสัญญาณกล้องมองหลัง,Alphard,"2500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1817,"01817",ชุดแปลงไฟฟ้า 12V~220V (INVERTER)+ปลั๊ก+สวิตช์,ALPHARD,"3500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1818,"01818",แปลงตัวหิ้วยางอะไหล่,"","1000.0000",2657,บริษัท เอสเจ โปรเจ็ค จำกัด,"22,22/1 ซอยเฉลิมพระเกียรติ ร.9 ซอย 30 แยก 14 ถนนอุดมสุข แขวงดอกไม้  เขตประเวศ กรุงเทพฯ 10250","02-726-7424","02-726-7278",1,"0"
1819,"01819",ลู่ลมไฟเบอร์กลาส,"","6500.0000",2322,บริษัท มหาจักร โคลด์เชน จำกัด,"67/16 หมู่ 5 แขวงโคกแฝด เขตหนองจอก กรุงเทพฯ 10530","02-548-3730-39","02-988-0888",1,"0"
1820,"01820",ผ้ายางปูพื้น,Ford ปี 57,"400.0000",2272,บริษัท พี เค เอส ออโตโมบิลส์ จำกัด,"25/2 ถนนประมวล แขวงสีลม เขตบางรัก กรุงเทพฯ 10500","02-635-0111,02-635-0571-8","02-635-0588",1,"0"
1821,"01821",กรอบป้ายทะเบียน,Ford ปี 57,"326.1700",2272,บริษัท พี เค เอส ออโตโมบิลส์ จำกัด,"25/2 ถนนประมวล แขวงสีลม เขตบางรัก กรุงเทพฯ 10500","02-635-0111,02-635-0571-8","02-635-0588",1,"0"
1822,"01822",พรมปูพื้น,Ford ปี 57,"913.0800",2272,บริษัท พี เค เอส ออโตโมบิลส์ จำกัด,"25/2 ถนนประมวล แขวงสีลม เขตบางรัก กรุงเทพฯ 10500","02-635-0111,02-635-0571-8","02-635-0588",1,"0"
1823,"01823",ฟิล์ม LAMINA รอบคัน 60%หน้าเต็ม 40%,"Ford ปี 57 (ANL20,APL50)","3200.0000",2272,บริษัท พี เค เอส ออโตโมบิลส์ จำกัด,"25/2 ถนนประมวล แขวงสีลม เขตบางรัก กรุงเทพฯ 10500","02-635-0111,02-635-0571-8","02-635-0588",1,"0"
1824,"01824",พื้นปูกระบะ ยี่ห้อ BESTO,"","4300.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1825,"01825",หลังคาทรงเตี้ย ( S-Plus V2 ),"4 ประตู ปี 57","23000.0000",1688,บริษัท สามมิตรมอเตอร์สแมนูแฟคเจอริ่ง จำกัด(มหาชน),"39 หมู่ 12 ตำบลอ้อมน้อย อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74130","02-420-0027 ต่อ 1019,1020","02-420-5189,02-812-8245",1,"0"
1826,"01826",หลังคาทรงเตี้ย ( S-Plus V2 ),แคป ปี 47,"25500.0000",1688,บริษัท สามมิตรมอเตอร์สแมนูแฟคเจอริ่ง จำกัด(มหาชน),"39 หมู่ 12 ตำบลอ้อมน้อย อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74130","02-420-0027 ต่อ 1019,1020","02-420-5189,02-812-8245",1,"0"
1827,"01827",LAMINA กระจกบังลม หน้า-หลัง-ประตูหน้า ซ้าย-ขวา 40%,POP50NSRPS,"0.0000",0,,"","","",1,"0"
1828,"01828",LAMINA กระจก ซ้าย-ขวา โซนผู้โดยสาร กลาง-ท้าย 60%,POP20NSRPS,"0.0000",0,,"","","",1,"0"
1829,"01829",NGV ยี่ห้อ Nikki  ขนาด 70 ลิตรน้ำ จำนวน 1 ถัง,Honda-Accerd (ประปา),"65805.0000",1695,บริษัท ส.ศิริแสง จำกัด,"300/8-9 ถนนวิภาดีรังสิต แขวงดินแดง เขตดินแดง กรุงเทพฯ 10400","0-2691-9777","02-814-3975",1,"0"
1830,"01830",NGV ยี่ห้อ Nikki  ขนาด 70 ลิตรน้ำ จำนวน 1 ถัง,Camry (ประปา),"65805.0000",1695,บริษัท ส.ศิริแสง จำกัด,"300/8-9 ถนนวิภาดีรังสิต แขวงดินแดง เขตดินแดง กรุงเทพฯ 10400","0-2691-9777","02-814-3975",1,"0"
1831,"01831",NGV ยี่ห้อ Nikki  ขนาด 70 ลิตรน้ำ จำนวน 1 ถัง,Altis (ประปา),"56070.0000",1695,บริษัท ส.ศิริแสง จำกัด,"300/8-9 ถนนวิภาดีรังสิต แขวงดินแดง เขตดินแดง กรุงเทพฯ 10400","0-2691-9777","02-814-3975",1,"0"
1832,"01832",เบาะเดี่ยวหนังแท้ 2 ที่นีงห้องโดยสาร,Ventury ปี 57,"60000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1833,"01833",กลไกลรองน่องไฟฟ้าเบาะคู่แรก,Ventury ปี 57,"30000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1834,"01834",ชุดรางเลื่อน เบาะคู่แรก,Ventury ปี 57,"22000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1835,"01835",กลไกลปรับเอนนอนไฟฟ้า เบาะคู่แรก,Ventury ปี 57,"30000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1836,"01836",ปรับพื้นห้องโดยสาร ปูพรม,Ventury ปี 57,"12000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1837,"01837",ชุดนวดฝังพนักเบาะพิง 2 ชุด,Ventury ปี 57,"20000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1838,"01838",ฐานหมุนสำหรับเบาะคู่แรก,Ventury ปี 57,"20000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1839,"01839",เพิ่มเซฟตี้เบลล์แบบออโต้ 2 ชุด,Ventury ปี 57,"15000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1840,"01840",ผ้าม่านรอบคัน,Ventury ปี 57,"10000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1841,"01841",ผ้ายางเข้ารูป,Ventury ปี 57,"6000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1842,"01842",ชุดวิทยุ อัลไพน์ แบบ 2 ดิน+จอ 15 นิ้ว (ลำโพงเดิม),Ventury ปี 57,"45000.0000",1942,ร้าน เม้งการช่าง,"136/10 รองแมือง ซอย 4 ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ","02-461-8853","",1,"0"
1843,"01843",ท่อไอเสียท่อนเคตตาไลติคคอนเวอร์เตอร์,Vigo 2.5 G,"13900.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1844,"01844",น็อตล้อกระทะเหล็กผ่าทั้งหมด 3 ชุด ( 1 ชุด ),ตู้ไอศรีม,"1514.0200",1992,บริษัท ก.เจริญค็อกพิท จำกัด ( ศรีนครินทร์ ),"14,16,18 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพ","02-138-6037","02-138-6041",1,"0"
1845,"01845",ท่อไอเสียท่อนหม้อพักกลาง,Vigo 2.5 G,"2280.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1846,"01846",ท่อไอเสียท่อนปลาย,Vigo 2.5 G,"1590.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
1847,"01847",ผ้าคลุมรถ Silver Coat,Vigo แคป ปี 57,"1500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171กด4",1,"0"
